Player,Country,Runs,BF,4s,6s,SR,Inns,Opposition,Ground,Start Date
DL Haynes,WI,101,112,8,1,90.17,1,Pakistan,Hobart,17-12-1988
DL Haynes,WI,111,107,8,4,103.73,1,Pakistan,Adelaide,10-12-1988
Moin-ul-Atiq,PAK,105,117,0,0,89.74,1,Bangladesh,Chattogram,29-10-1988
Ijaz Ahmed,PAK,124,87,9,4,142.52,1,Bangladesh,Chattogram,29-10-1988
Saleem Malik,PAK,101,124,5,1,81.45,1,India,Sharjah,19-10-1988
CG Greenidge,WI,102,154,5,0,66.23,2,Pakistan,Sharjah,18-10-1988
K Srikkanth,IND,112,113,10,5,99.11,1,West Indies,Sharjah,16-10-1988
Javed Miandad,PAK,100,99,10,0,101.01,1,West Indies,Georgetown,30-03-1988
M Amarnath,IND,102,139,6,0,73.38,1,New Zealand,Sharjah,27-03-1988
DL Haynes,WI,142,132,13,1,107.57,1,Pakistan,Port of Spain,18-03-1988
JG Wright,NZ,101,120,15,0,84.16,2,England,Napier,16-03-1988
BC Broad,ENG,106,140,9,1,75.71,1,New Zealand,Napier,16-03-1988
AL Logie,WI,109,119,10,0,91.59,1,Pakistan,Kingston,12-03-1988
K Srikkanth,IND,101,106,10,3,95.28,1,West Indies,Thiruvananthapuram,25-01-1988
PV Simmons,WI,104,129,4,4,80.62,2,India,Thiruvananthapuram,25-01-1988
CL Hooper,WI,113,97,12,2,116.49,1,India,Gwalior,22-01-1988
GR Marsh,AUS,101,148,5,0,68.24,1,New Zealand,Sydney,20-01-1988
M Amarnath,IND,100,148,4,1,67.56,1,West Indies,Faridabad,19-01-1988
DC Boon,AUS,122,130,15,0,93.84,1,Sri Lanka,Adelaide,10-01-1988
IVA Richards,WI,110,77,7,7,142.85,2,India,Rajkot,05-01-1988
GA Gooch,ENG,142,134,14,0,105.97,1,Pakistan,Karachi,20-11-1987
GA Gooch,ENG,115,136,11,0,84.55,1,India,Wankhede,05-11-1987
SM Gavaskar,IND,103,88,10,3,117.04,2,New Zealand,Nagpur,31-10-1987
RB Richardson,WI,110,135,8,2,81.48,1,Pakistan,Karachi,30-10-1987
GR Marsh,AUS,126,149,12,3,84.56,1,New Zealand,Chandigarh,27-10-1987
Saleem Malik,PAK,100,95,10,0,105.26,1,Sri Lanka,Faisalabad,25-10-1987
Ramiz Raja,PAK,113,148,5,0,76.35,2,England,Karachi,20-10-1987
IVA Richards,WI,181,125,16,7,144.8,1,Sri Lanka,Karachi,13-10-1987
DL Haynes,WI,105,124,10,1,84.67,1,Sri Lanka,Karachi,13-10-1987
DL Houghton,ZIM,142,137,13,6,103.64,2,New Zealand,Hyderabad (Deccan),10-10-1987
GR Marsh,AUS,110,141,7,1,78.01,1,India,Chennai,09-10-1987
Javed Miandad,PAK,103,100,6,0,103.0,1,Sri Lanka,Hyderabad (Sind),08-10-1987
Javed Miandad,PAK,113,145,11,0,77.93,1,England,The Oval,21-05-1987
CG Greenidge,WI,133,140,16,4,95.0,2,New Zealand,Christchurch,28-03-1987
M Prabhakar,IND,106,121,13,0,87.6,1,Pakistan,Jamshedpur,26-03-1987
CG Greenidge,WI,104,100,9,4,104.0,2,New Zealand,Auckland,21-03-1987
IVA Richards,WI,119,113,10,4,105.3,1,New Zealand,Dunedin,18-03-1987
K Srikkanth,IND,123,103,14,1,119.41,1,Pakistan,Eden Gardens,18-02-1987
DM Jones,AUS,101,101,6,2,100.0,1,England,Brisbane,18-01-1987
CWJ Athey,ENG,111,152,10,0,73.02,2,Australia,Brisbane,18-01-1987
M Azharuddin,IND,108,94,8,0,114.89,1,Sri Lanka,Wankhede,17-01-1987
CG Greenidge,WI,100,119,12,0,84.03,1,Australia,Perth,04-01-1987
DM Jones,AUS,121,113,9,2,107.07,1,Pakistan,Perth,02-01-1987
DM Jones,AUS,104,125,9,2,83.2,2,England,Perth,01-01-1987
RB Richardson,WI,109,120,8,1,90.83,1,Sri Lanka,Sharjah,03-12-1986
R Lamba,IND,102,120,8,2,85.0,1,Australia,Rajkot,07-10-1986
GR Marsh,AUS,104,139,9,1,74.82,1,India,Jaipur,07-09-1986
DC Boon,AUS,111,118,10,2,94.06,1,India,Jaipur,07-09-1986
K Srikkanth,IND,102,104,10,1,98.07,2,Australia,Jaipur,07-09-1986
CWJ Athey,ENG,142,172,14,0,82.55,2,New Zealand,Manchester,18-07-1986
Javed Miandad,PAK,116,114,3,3,101.75,2,India,Sharjah,18-04-1986
GA Gooch,ENG,129,118,17,1,109.32,2,West Indies,Port of Spain,04-03-1986
GR Marsh,AUS,125,145,11,0,86.2,1,India,Sydney,21-01-1986
GM Wood,AUS,114,165,10,1,69.09,1,England,Lord's,03-06-1985
GA Gooch,ENG,117,164,13,1,71.34,2,Australia,Lord's,03-06-1985
DI Gower,ENG,102,118,14,1,86.44,2,Australia,Lord's,03-06-1985
GA Gooch,ENG,115,159,9,1,72.32,1,Australia,Birmingham,01-06-1985
DL Haynes,WI,116,138,9,2,84.05,1,New Zealand,Bridgetown,23-04-1985
DL Haynes,WI,145,157,16,0,92.35,1,New Zealand,Albion,14-04-1985
AR Border,AUS,127,140,13,0,90.71,1,West Indies,Sydney,06-02-1985
HA Gomes,WI,101,89,6,3,113.48,1,Sri Lanka,Perth,02-02-1985
AR Border,AUS,118,88,10,3,134.09,1,Sri Lanka,Adelaide,28-01-1985
GM Wood,AUS,104,142,0,0,73.23,1,West Indies,Adelaide,27-01-1985
CG Greenidge,WI,110,128,15,0,85.93,2,Sri Lanka,Adelaide,26-01-1985
IVA Richards,WI,103,122,7,1,84.42,2,Australia,Sydney,15-01-1985
DL Haynes,WI,123,130,15,0,94.61,2,Australia,Melbourne,06-01-1985
RJ Shastri,IND,102,142,6,1,71.83,1,England,Cuttack,27-12-1984
DB Vengsarkar,IND,105,124,10,1,84.67,1,England,Pune,05-12-1984
MW Gatting,ENG,115,135,12,0,85.18,2,India,Pune,05-12-1984
RJ Shastri,IND,102,141,11,1,72.34,1,Australia,Indore,06-10-1984
KC Wessels,AUS,107,133,13,0,80.45,1,India,New Delhi,28-09-1984
IVA Richards,WI,189,170,21,5,111.17,1,England,Manchester,31-05-1984
DL Haynes,WI,104,102,10,1,101.96,2,Australia,Kingston,26-04-1984
DL Haynes,WI,102,142,11,3,71.83,2,Australia,Castries,19-04-1984
DL Haynes,WI,133,147,14,0,90.47,2,Australia,Albion,29-02-1984
MD Crowe,NZ,105,105,11,1,100.0,2,England,Auckland,25-02-1984
SB Smith,AUS,106,129,12,0,82.17,1,Pakistan,Sydney,25-01-1984
IVA Richards,WI,106,95,12,1,111.57,1,Australia,Melbourne,22-01-1984
DL Haynes,WI,108,130,8,0,83.07,1,Australia,Sydney,17-01-1984
CG Greenidge,WI,115,134,10,5,85.82,1,India,Jamshedpur,07-12-1983
IVA Richards,WI,149,99,20,3,150.5,1,India,Jamshedpur,07-12-1983
Zaheer Abbas,PAK,103,121,6,0,85.12,1,New Zealand,Nottingham,20-06-1983
N Kapil Dev,IND,175,138,16,6,126.81,1,Zimbabwe,Tunbridge Wells,18-06-1983
Imran Khan,PAK,102,133,11,0,76.69,1,Sri Lanka,Leeds,16-06-1983
IVA Richards,WI,119,146,6,1,81.5,1,India,The Oval,15-06-1983
CG Greenidge,WI,105,147,5,1,71.42,2,Zimbabwe,Worcester,13-06-1983
TM Chappell,AUS,110,131,11,0,83.96,1,India,Nottingham,13-06-1983
DI Gower,ENG,130,120,12,5,108.33,1,Sri Lanka,Taunton,11-06-1983
AJ Lamb,ENG,102,105,12,2,97.14,1,New Zealand,The Oval,09-06-1983
GM Turner,NZ,140,130,13,3,107.69,1,Sri Lanka,Auckland,20-03-1983
SB Smith,AUS,117,130,10,0,90.0,1,New Zealand,Melbourne,13-02-1983
DI Gower,ENG,109,85,12,1,128.23,1,New Zealand,Adelaide,29-01-1983
Zaheer Abbas,PAK,113,99,11,3,114.14,2,India,Karachi,21-01-1983
AJ Lamb,ENG,108,106,9,1,101.88,2,New Zealand,Sydney,20-01-1983
DI Gower,ENG,158,118,18,4,133.89,1,New Zealand,Brisbane,15-01-1983
DI Gower,ENG,122,134,8,0,91.04,2,New Zealand,Melbourne,13-01-1983
Zaheer Abbas,PAK,105,82,8,1,128.04,1,India,Lahore,31-12-1982
Javed Miandad,PAK,119,77,6,5,154.54,1,India,Lahore,31-12-1982
Mohsin Khan,PAK,117,118,9,1,99.15,1,India,Multan,17-12-1982
Zaheer Abbas,PAK,118,86,10,4,137.2,1,India,Multan,17-12-1982
Javed Miandad,PAK,106,106,12,1,100.0,1,India,Gujranwala,03-12-1982
Zaheer Abbas,PAK,109,95,12,2,114.73,1,Australia,Lahore,08-10-1982
RL Dias,SL,121,144,11,0,84.02,1,India,Bengaluru,26-09-1982
Mohsin Khan,PAK,104,101,15,0,102.97,1,Australia,Hyderabad (Sind),20-09-1982
RL Dias,SL,102,114,8,0,89.47,1,India,Delhi,15-09-1982
AJ Lamb,ENG,118,121,14,0,97.52,2,Pakistan,Nottingham,17-07-1982
Zaheer Abbas,PAK,123,87,15,3,141.37,1,Sri Lanka,Lahore,29-03-1982
GS Chappell,AUS,108,92,15,0,117.39,2,New Zealand,Auckland,13-02-1982
Zaheer Abbas,PAK,108,110,12,0,98.18,2,Australia,Sydney,17-12-1981
BM Laird,AUS,117,159,10,0,73.58,2,West Indies,Sydney,24-11-1981
CG Greenidge,WI,103,161,5,1,63.97,1,Pakistan,Melbourne,21-11-1981
GM Wood,AUS,108,150,8,0,72.0,1,England,Leeds,08-06-1981
BA Edgar,NZ,102,141,7,0,72.34,2,Australia,Melbourne,01-02-1981
AR Border,AUS,105,122,12,0,86.06,2,India,Sydney,18-12-1980
GS Chappell,AUS,138,109,10,1,126.6,1,New Zealand,Sydney,25-11-1980
GA Gooch,ENG,108,113,11,0,95.57,1,Australia,Birmingham,22-08-1980
CG Greenidge,WI,103,137,10,2,75.18,1,New Zealand,Christchurch,06-02-1980
G Boycott,ENG,105,124,7,0,84.67,1,Australia,Sydney,11-12-1979
IVA Richards,WI,153,130,16,1,117.69,1,Australia,Melbourne,09-12-1979
IVA Richards,WI,138,157,11,3,87.89,1,England,Lord's,23-06-1979
CG Greenidge,WI,106,173,9,1,61.27,2,India,Birmingham,09-06-1979
DI Gower,ENG,101,100,9,0,101.0,1,Australia,Melbourne,04-02-1979
CT Radley,ENG,117,140,11,0,83.57,1,New Zealand,Manchester,17-07-1978
DI Gower,ENG,114,122,6,0,93.44,1,Pakistan,The Oval,26-05-1978
DL Haynes,WI,148,136,16,2,108.82,1,Australia,St John's,22-02-1978
GS Chappell,AUS,125,137,11,0,91.24,2,England,The Oval,06-06-1977
DL Amiss,ENG,108,146,7,0,73.97,1,Australia,The Oval,06-06-1977
IVA Richards,WI,119,133,20,1,89.47,2,England,Scarborough,26-08-1976
CH Lloyd,WI,102,85,12,2,120.0,1,Australia,Lord's,21-06-1975
GM Turner,NZ,114,177,13,0,64.4,2,India,Manchester,14-06-1975
A Turner,AUS,101,113,9,1,89.38,1,Sri Lanka,The Oval,11-06-1975
KWR Fletcher,ENG,131,147,13,0,89.11,1,New Zealand,Nottingham,11-06-1975
GM Turner,NZ,171,201,16,2,85.07,1,East Africa,Birmingham,07-06-1975
DL Amiss,ENG,137,147,18,0,93.19,1,India,Lord's,07-06-1975
BE Congdon,NZ,101,110,7,1,91.81,1,England,Wellington,09-03-1975
D Lloyd,ENG,116,159,8,1,72.95,1,Pakistan,Nottingham,31-08-1974
Majid Khan,PAK,109,93,16,1,117.2,2,England,Nottingham,31-08-1974
KJ Wadsworth,NZ,104,98,16,0,106.12,2,Australia,Christchurch,31-03-1974
RC Fredericks,WI,105,122,10,1,86.06,2,England,The Oval,07-09-1973
DL Amiss,ENG,100,121,14,1,82.64,2,New Zealand,Swansea,18-07-1973
DL Amiss,ENG,103,134,9,0,76.86,2,Australia,Manchester,24-08-1972
