Player,Country,Runs,BF,4s,6s,SR,Inns,Opposition,Ground,Start Date
MJ Clarke,AUS,117,91,5,4,128.57,1,Sri Lanka,Adelaide,6 Mar 2012
TM Dilshan,SL,106,119,10,0,89.07,2,Australia,Adelaide,6 Mar 2012
DA Warner,AUS,163,157,13,2,103.82,1,Sri Lanka,Brisbane,4 Mar 2012
TM Dilshan,SL,160,165,11,3,96.96,1,India,Hobart,28 Feb 2012
KC Sangakkara,SL,105,87,8,2,120.68,1,India,Hobart,28 Feb 2012
V Kohli,IND,133,86,16,2,154.65,2,Sri Lanka,Hobart,28 Feb 2012
AB de Villiers,SA,106,106,3,4,100.00,2,New Zealand,Wellington,25 Feb 2012
PJ Forrest,AUS,104,138,10,2,75.36,1,Sri Lanka,Hobart,24 Feb 2012
KP Pietersen,ENG,130,153,12,2,84.96,2,Pakistan,Dubai (DSC),21 Feb 2012
KP Pietersen,ENG,111,98,10,2,113.26,2,Pakistan,Dubai (DSC),18 Feb 2012
AN Cook,ENG,102,121,10,0,84.29,1,Pakistan,Abu Dhabi,15 Feb 2012
AN Cook,ENG,137,142,14,0,96.47,1,Pakistan,Abu Dhabi,13 Feb 2012
BB McCullum,NZ,119,88,7,5,135.22,1,Zimbabwe,Napier,9 Feb 2012
RJ Nicol,NZ,146,134,10,6,108.95,1,Zimbabwe,Whangarei,6 Feb 2012
GC Smith,SA,125,143,9,4,87.41,1,Sri Lanka,Johannesburg,22 Jan 2012
AB de Villiers,SA,125,98,10,4,127.55,1,Sri Lanka,Johannesburg,22 Jan 2012
KC Sangakkara,SL,102,97,10,0,105.15,2,South Africa,Johannesburg,22 Jan 2012
HM Amla,SA,112,128,8,0,87.50,1,Sri Lanka,Paarl,11 Jan 2012
MK Tiwary,IND,104,126,10,1,82.53,1,West Indies,Chennai,11 Dec 2011
KA Pollard,WI,119,110,4,10,108.18,2,India,Chennai,11 Dec 2011
V Sehwag,IND,219,149,25,7,146.97,1,West Indies,Indore,8 Dec 2011
Nasir Hossain,BAN,100,134,11,1,74.62,2,Pakistan,Mirpur,3 Dec 2011
V Kohli,IND,117,123,14,0,95.12,2,West Indies,Visakhapatnam,2 Dec 2011
LRPL Taylor,NZ,119,126,9,3,94.44,1,Zimbabwe,Bulawayo,25 Oct 2011
KS Williamson,NZ,100,69,11,1,144.92,1,Zimbabwe,Bulawayo,25 Oct 2011
BRM Taylor,ZIM,107,105,12,1,101.90,1,New Zealand,Harare,22 Oct 2011
MJ Guptill,NZ,105,121,9,0,86.77,2,Zimbabwe,Harare,22 Oct 2011
BRM Taylor,ZIM,128,120,7,5,106.66,1,New Zealand,Harare,20 Oct 2011
RJ Nicol,NZ,108,131,11,0,82.44,2,Zimbabwe,Harare,20 Oct 2011
V Kohli,IND,112,98,16,0,114.28,2,England,Delhi,17 Oct 2011
LMP Simmons,WI,122,124,8,2,98.38,1,Bangladesh,Mirpur,13 Oct 2011
V Kohli,IND,107,93,9,1,115.05,1,England,Cardiff,16 Sep 2011
Mohammad Hafeez,PAK,139,147,13,1,94.55,2,Zimbabwe,Harare,11 Sep 2011
BRM Taylor,ZIM,106,137,7,1,77.37,1,Bangladesh,Bulawayo,19 Aug 2011
WU Tharanga,SL,111,139,12,0,79.85,1,Australia,Hambantota,16 Aug 2011
Mushfiqur Rahim,BAN,101,100,8,1,101.00,2,Zimbabwe,Harare,16 Aug 2011
PR Stirling,IRE,113,95,10,6,118.94,1,Scotland,Edinburgh,12 Jul 2011
AN Cook,ENG,119,143,13,0,83.21,1,Sri Lanka,Lord's,3 Jul 2011
LD Chandimal,SL,105,126,11,2,83.33,2,England,Lord's,3 Jul 2011
DPMD Jayawardene,SL,144,150,14,0,96.00,1,England,Leeds,1 Jul 2011
PR Stirling,IRE,109,107,7,4,101.86,1,Pakistan,Belfast,30 May 2011
Mohammad Hafeez,PAK,121,138,7,3,87.68,1,West Indies,Bridgetown,2 May 2011
Ahmed Shehzad,PAK,102,148,7,1,68.91,2,West Indies,Gros Islet,25 Apr 2011
MEK Hussey,AUS,108,91,9,2,118.68,1,Bangladesh,Mirpur,13 Apr 2011
SR Watson,AUS,185,96,15,15,192.70,2,Bangladesh,Mirpur,11 Apr 2011
MJ Clarke,AUS,101,111,6,2,90.99,1,Bangladesh,Mirpur,9 Apr 2011
DPMD Jayawardene,SL,103,88,13,0,117.04,1,India,Wankhede,2 Apr 2011
WU Tharanga,SL,102,122,12,1,83.60,2,England,Colombo (RPS),26 Mar 2011
TM Dilshan,SL,108,115,10,2,93.91,2,England,Colombo (RPS),26 Mar 2011
RT Ponting,AUS,104,118,7,1,88.13,1,India,Ahmedabad,24 Mar 2011
Yuvraj Singh,IND,113,123,10,2,91.86,1,West Indies,Chennai,20 Mar 2011
KC Sangakkara,SL,111,128,12,2,86.71,1,New Zealand,Wankhede,18 Mar 2011
RN ten Doeschate,NED,106,108,13,1,98.14,1,Ireland,Eden Gardens,18 Mar 2011
PR Stirling,IRE,101,72,14,2,140.27,2,Netherlands,Eden Gardens,18 Mar 2011
BB McCullum,NZ,101,109,12,2,92.66,1,Canada,Wankhede,13 Mar 2011
SR Tendulkar,IND,111,101,8,3,109.90,1,South Africa,Nagpur,12 Mar 2011
DS Smith,WI,107,133,11,1,80.45,1,Ireland,Mohali,11 Mar 2011
WU Tharanga,SL,133,141,17,0,94.32,1,Zimbabwe,Pallekele,10 Mar 2011
TM Dilshan,SL,144,131,16,1,109.92,1,Zimbabwe,Pallekele,10 Mar 2011
LRPL Taylor,NZ,131,124,8,7,105.64,1,Pakistan,Pallekele,8 Mar 2011
HM Amla,SA,113,130,8,0,86.92,1,Netherlands,Mohali,3 Mar 2011
AB de Villiers,SA,134,98,13,4,136.73,1,Netherlands,Mohali,3 Mar 2011
KJ O'Brien,IRE,113,63,13,6,179.36,2,England,Bengaluru,2 Mar 2011
SR Tendulkar,IND,120,115,10,5,104.34,1,England,Bengaluru,27 Feb 2011
AJ Strauss,ENG,158,145,18,1,108.96,2,India,Bengaluru,27 Feb 2011
AB de Villiers,SA,107,105,8,2,101.90,2,West Indies,Delhi,24 Feb 2011
RN ten Doeschate,NED,119,110,9,3,108.18,1,England,Nagpur,22 Feb 2011
DPMD Jayawardene,SL,100,81,9,1,123.45,1,Canada,Hambantota,20 Feb 2011
V Sehwag,IND,175,140,14,5,125.00,1,Bangladesh,Mirpur,19 Feb 2011
V Kohli,IND,100,83,8,2,120.48,1,Bangladesh,Mirpur,19 Feb 2011
JD Ryder,NZ,107,93,7,6,115.05,1,Pakistan,Auckland,5 Feb 2011
WU Tharanga,SL,101,143,7,0,70.62,2,West Indies,Colombo (SSC),3 Feb 2011
Ahmed Shehzad,PAK,115,109,12,3,105.50,1,New Zealand,Hamilton,3 Feb 2011
IJL Trott,ENG,137,126,11,0,108.73,1,Australia,Sydney,2 Feb 2011
AB Barath,WI,113,129,8,2,87.59,1,Sri Lanka,Colombo (SSC),31 Jan 2011
Mohammad Hafeez,PAK,115,144,12,2,79.86,1,New Zealand,Christchurch,29 Jan 2011
IJL Trott,ENG,102,126,6,0,80.95,1,Australia,Adelaide,26 Jan 2011
HM Amla,SA,116,132,9,0,87.87,1,India,Centurion,23 Jan 2011
YK Pathan,IND,105,70,8,8,150.00,2,South Africa,Centurion,23 Jan 2011
SE Marsh,AUS,110,114,8,2,96.49,1,England,Hobart,21 Jan 2011
SR Watson,AUS,161,150,12,4,107.33,2,England,Melbourne,16 Jan 2011
YK Pathan,IND,123,96,7,7,128.12,2,New Zealand,Bengaluru,7 Dec 2010
G Gambhir,IND,126,117,16,0,107.69,2,New Zealand,Vadodara,4 Dec 2010
G Gambhir,IND,138,116,18,0,118.96,2,New Zealand,Jaipur,1 Dec 2010
V Kohli,IND,105,104,10,0,100.96,1,New Zealand,Guwahati,28 Nov 2010
HM Amla,SA,119,126,9,0,94.44,1,Pakistan,Dubai (DSC),2 Nov 2010
CA Ingram,SA,100,119,10,1,84.03,1,Pakistan,Abu Dhabi,31 Oct 2010
Abdul Razzaq,PAK,109,72,7,10,151.38,2,South Africa,Abu Dhabi,31 Oct 2010
JP Duminy,SA,129,117,7,4,110.25,1,Zimbabwe,Benoni,22 Oct 2010
AB de Villiers,SA,109,99,5,5,110.10,1,Zimbabwe,Benoni,22 Oct 2010
MJ Clarke,AUS,111,139,7,1,79.85,1,India,Visakhapatnam,20 Oct 2010
V Kohli,IND,118,121,11,1,97.52,2,Australia,Visakhapatnam,20 Oct 2010
HM Amla,SA,110,103,12,0,106.79,2,Zimbabwe,Potchefstroom,17 Oct 2010
AB de Villiers,SA,101,72,5,5,140.27,2,Zimbabwe,Potchefstroom,17 Oct 2010
HM Amla,SA,110,96,14,0,114.58,1,Zimbabwe,Bloemfontein,15 Oct 2010
CA Ingram,SA,124,126,8,2,98.41,1,Zimbabwe,Bloemfontein,15 Oct 2010
BRM Taylor,ZIM,145,136,12,0,106.61,2,South Africa,Bloemfontein,15 Oct 2010
Shakib Al Hasan,BAN,106,113,11,1,93.80,1,New Zealand,Mirpur,14 Oct 2010
KS Williamson,NZ,108,132,6,2,81.81,2,Bangladesh,Mirpur,14 Oct 2010
EJG Morgan,ENG,107,101,8,1,105.94,1,Pakistan,Southampton,22 Sep 2010
AJ Strauss,ENG,126,134,10,1,94.02,2,Pakistan,Leeds,12 Sep 2010
PR Stirling,IRE,177,134,21,5,132.08,1,Canada,Toronto,7 Sep 2010
TM Dilshan,SL,110,115,12,1,95.65,1,India,Dambulla,28 Aug 2010
V Sehwag,IND,110,93,16,1,118.27,1,New Zealand,Dambulla,25 Aug 2010
GC Wilson,IRE,113,147,10,0,76.87,1,Netherlands,Dublin,16 Aug 2010
Karim Sadiq,AFG,114,108,11,3,105.55,2,Scotland,Ayr,16 Aug 2010
Mohammad Shahzad,AFG,100,72,15,0,138.88,2,Scotland,Ayr,16 Aug 2010
Junaid Siddique,BAN,100,123,9,0,81.30,1,Ireland,Belfast,15 Jul 2010
WTS Porterfield,IRE,108,116,7,3,93.10,2,Bangladesh,Belfast,15 Jul 2010
AJ Strauss,ENG,154,140,16,5,110.00,1,Bangladesh,Birmingham,12 Jul 2010
IJL Trott,ENG,110,121,12,0,90.90,1,Bangladesh,Birmingham,12 Jul 2010
TLW Cooper,NED,101,155,9,0,65.16,1,Afghanistan,The Hague,7 Jul 2010
EJG Morgan,ENG,103,85,16,0,121.17,2,Australia,Southampton,22 Jun 2010
Shahid Afridi,PAK,124,60,17,4,206.66,1,Bangladesh,Dambulla,21 Jun 2010
Shahid Afridi,PAK,109,76,8,7,143.42,2,Sri Lanka,Dambulla,15 Jun 2010
TM Dilshan,SL,108,102,14,0,105.88,2,Zimbabwe,Harare,9 Jun 2010
BRM Taylor,ZIM,119,137,9,1,86.86,2,Sri Lanka,Harare,7 Jun 2010
LD Chandimal,SL,111,118,6,5,94.06,2,India,Harare,5 Jun 2010
HM Amla,SA,129,115,9,2,112.17,2,West Indies,Roseau,30 May 2010
RG Sharma,IND,101,100,6,2,101.00,2,Sri Lanka,Bulawayo,30 May 2010
RG Sharma,IND,114,119,6,4,95.79,1,Zimbabwe,Bulawayo,28 May 2010
HM Amla,SA,102,109,8,0,93.57,1,West Indies,North Sound,22 May 2010
AB de Villiers,SA,102,101,5,2,100.99,1,West Indies,North Sound,22 May 2010
RR Sarwan,WI,100,119,11,0,84.03,2,Ireland,Kingston,15 Apr 2010
S Chanderpaul,WI,101,120,6,1,84.16,1,Canada,Kingston,13 Apr 2010
BJ Haddin,AUS,110,121,7,5,90.90,2,New Zealand,Hamilton,9 Mar 2010
C Kieswetter,ENG,107,123,9,3,86.99,1,Bangladesh,Chattogram,5 Mar 2010
EJG Morgan,ENG,110,104,8,2,105.76,2,Bangladesh,Mirpur,2 Mar 2010
Tamim Iqbal,BAN,125,120,13,3,104.16,1,England,Mirpur,28 Feb 2010
JH Kallis,SA,104,94,5,3,110.63,1,India,Ahmedabad,27 Feb 2010
AB de Villiers,SA,102,59,11,3,172.88,1,India,Ahmedabad,27 Feb 2010
SR Tendulkar,IND,200,147,25,3,136.05,1,South Africa,Gwalior,24 Feb 2010
AB de Villiers,SA,114,101,13,2,112.87,2,India,Gwalior,24 Feb 2010
Noor Ali Zadran,AFG,114,127,10,2,89.76,1,Canada,Sharjah,16 Feb 2010
Mohammad Shahzad,AFG,118,121,11,2,97.52,1,Canada,Sharjah,16 Feb 2010
RN ten Doeschate,NED,109,121,10,4,90.08,1,Kenya,Nairobi (Gym),16 Feb 2010
RT Ponting,AUS,106,112,6,2,94.64,1,West Indies,Brisbane,14 Feb 2010
Imrul Kayes,BAN,101,138,11,0,73.18,1,New Zealand,Christchurch,11 Feb 2010
CL White,AUS,105,88,8,4,119.31,2,Pakistan,Brisbane,22 Jan 2010
SK Raina,IND,106,115,10,1,92.17,1,Sri Lanka,Mirpur,13 Jan 2010
V Kohli,IND,102,95,11,0,107.36,2,Bangladesh,Mirpur,11 Jan 2010
WU Tharanga,SL,118,126,18,0,93.65,2,Bangladesh,Mirpur,8 Jan 2010
DPMD Jayawardene,SL,108,117,13,0,92.30,2,Bangladesh,Mirpur,8 Jan 2010
MS Dhoni,IND,101,107,9,0,94.39,2,Bangladesh,Mirpur,7 Jan 2010
TT Samaraweera,SL,105,106,11,0,99.05,2,India,Mirpur,5 Jan 2010
TM Dilshan,SL,104,122,12,0,85.24,2,Bangladesh,Mirpur,4 Jan 2010
WU Tharanga,SL,118,128,14,2,92.18,1,India,Eden Gardens,24 Dec 2009
G Gambhir,IND,150,137,14,0,109.48,2,Sri Lanka,Eden Gardens,24 Dec 2009
V Kohli,IND,107,114,11,1,93.85,2,Sri Lanka,Eden Gardens,24 Dec 2009
MS Dhoni,IND,107,111,8,2,96.39,1,Sri Lanka,Nagpur,18 Dec 2009
TM Dilshan,SL,123,113,12,2,108.84,2,India,Nagpur,18 Dec 2009
V Sehwag,IND,146,102,17,6,143.13,1,Sri Lanka,Rajkot,15 Dec 2009
TM Dilshan,SL,160,124,20,3,129.03,2,India,Rajkot,15 Dec 2009
AB de Villiers,SA,121,85,14,0,142.35,1,England,Cape Town,27 Nov 2009
PD Collingwood,ENG,105,110,7,2,95.45,2,South Africa,Centurion,22 Nov 2009
JP Duminy,SA,111,87,9,2,127.58,1,Zimbabwe,Centurion,10 Nov 2009
T Taibu,ZIM,103,112,6,3,91.96,2,South Africa,Benoni,8 Nov 2009
BB McCullum,NZ,131,129,14,3,101.55,1,Pakistan,Abu Dhabi,6 Nov 2009
SE Marsh,AUS,112,112,8,2,100.00,1,India,Hyderabad,5 Nov 2009
SR Tendulkar,IND,175,141,19,4,124.11,2,Australia,Hyderabad,5 Nov 2009
BRM Taylor,ZIM,118,125,7,4,94.40,1,Bangladesh,Chattogram,5 Nov 2009
Shakib Al Hasan,BAN,105,69,15,3,152.17,2,Zimbabwe,Mirpur,29 Oct 2009
MS Dhoni,IND,124,107,9,3,115.88,1,Australia,Nagpur,28 Oct 2009
H Masakadza,ZIM,178,167,17,4,106.58,1,Kenya,Harare,18 Oct 2009
H Masakadza,ZIM,156,151,11,6,103.31,1,Kenya,Harare,12 Oct 2009
SR Watson,AUS,105,129,10,4,81.39,2,New Zealand,Centurion,5 Oct 2009
SR Watson,AUS,136,132,10,7,103.03,2,England,Centurion,2 Oct 2009
RT Ponting,AUS,111,115,12,1,96.52,2,England,Centurion,2 Oct 2009
GC Smith,SA,141,134,16,0,105.22,2,England,Centurion,27 Sep 2009
Shoaib Malik,PAK,128,126,16,0,101.58,1,India,Centurion,26 Sep 2009
TM Dilshan,SL,106,92,16,1,115.21,1,South Africa,Centurion,22 Sep 2009
TD Paine,AUS,111,148,14,1,75.00,1,England,Nottingham,17 Sep 2009
RT Ponting,AUS,126,109,14,3,115.59,2,England,Nottingham,15 Sep 2009
SR Tendulkar,IND,138,133,10,1,103.75,1,Sri Lanka,Colombo (RPS),14 Sep 2009
CL White,AUS,105,124,9,1,84.67,2,England,Southampton,9 Sep 2009
TT Samaraweera,SL,104,124,10,0,83.87,1,New Zealand,Colombo (RPS),8 Sep 2009
Mohammad Shahzad,AFG,110,111,11,0,99.09,2,Netherlands,Amstelveen,1 Sep 2009
DJ Hussey,AUS,111,83,8,6,133.73,1,Scotland,Edinburgh,28 Aug 2009
CK Coventry,ZIM,194,156,16,7,124.35,1,Bangladesh,Bulawayo,16 Aug 2009
Tamim Iqbal,BAN,154,138,7,6,111.59,2,Zimbabwe,Bulawayo,16 Aug 2009
H Masakadza,ZIM,102,112,4,2,91.07,1,Bangladesh,Bulawayo,14 Aug 2009
Shakib Al Hasan,BAN,104,64,9,4,162.50,1,Zimbabwe,Bulawayo,11 Aug 2009
Mohammad Ashraful,BAN,103,103,12,2,100.00,2,Zimbabwe,Bulawayo,9 Aug 2009
Umar Akmal,PAK,102,72,5,4,141.66,1,Sri Lanka,Colombo (RPS),7 Aug 2009
DPMD Jayawardene,SL,123,108,14,1,113.88,2,Pakistan,Dambulla,3 Aug 2009
TM Dowlin,WI,100,117,6,1,85.47,1,Bangladesh,Roseau,28 Jul 2009
GM Hamilton,SCOT,119,152,3,1,78.28,1,Canada,Aberdeen,7 Jul 2009
DF Watts,SCOT,101,108,6,2,93.51,1,Canada,Aberdeen,7 Jul 2009
S Jyoti,CAN,117,122,10,1,95.90,2,Scotland,Aberdeen,7 Jul 2009
Yuvraj Singh,IND,131,102,10,7,128.43,1,West Indies,Kingston,26 Jun 2009
SR Watson,AUS,116,146,6,2,79.45,1,Pakistan,Abu Dhabi,3 May 2009
Kamran Akmal,PAK,116,115,13,0,100.86,2,Australia,Abu Dhabi,3 May 2009
MJ Clarke,AUS,100,122,14,0,81.96,2,Pakistan,Abu Dhabi,1 May 2009
WTS Porterfield,IRE,104,133,13,0,78.19,2,Canada,Centurion,19 Apr 2009
HH Gibbs,SA,110,116,9,2,94.82,1,Australia,Gqeberha,13 Apr 2009
DL Hemp,BER,102,152,9,0,67.10,1,Kenya,Potchefstroom,6 Apr 2009
RN ten Doeschate,NED,106,84,9,3,126.19,2,Kenya,Potchefstroom,1 Apr 2009
NFI McCallum,SCOT,121,138,12,3,87.68,1,Ireland,Benoni,1 Apr 2009
WTS Porterfield,IRE,101,89,12,3,113.48,2,Scotland,Benoni,1 Apr 2009
S Chanderpaul,WI,112,134,10,0,83.58,1,England,Providence,22 Mar 2009
AJ Strauss,ENG,105,129,7,0,81.39,2,West Indies,Providence,22 Mar 2009
V Sehwag,IND,125,74,14,6,168.91,2,New Zealand,Hamilton,11 Mar 2009
SR Tendulkar,IND,163,133,16,5,122.55,1,New Zealand,Christchurch,8 Mar 2009
JD Ryder,NZ,105,80,12,4,131.25,2,India,Christchurch,8 Mar 2009
BJ Haddin,AUS,109,114,8,3,95.61,1,New Zealand,Sydney,8 Feb 2009
GD Elliott,NZ,115,124,8,0,92.74,2,Australia,Sydney,8 Feb 2009
G Gambhir,IND,150,147,14,1,102.04,1,Sri Lanka,Colombo (RPS),5 Feb 2009
V Sehwag,IND,116,90,17,0,128.88,1,Sri Lanka,Colombo (RPS),3 Feb 2009
Yuvraj Singh,IND,117,95,17,1,123.15,1,Sri Lanka,Colombo (RPS),3 Feb 2009
ST Jayasuriya,SL,107,114,10,1,93.85,1,India,Dambulla,28 Jan 2009
TM Dilshan,SL,137,139,10,0,98.56,1,Pakistan,Lahore,24 Jan 2009
Salman Butt,PAK,100,117,13,0,85.47,2,Sri Lanka,Karachi,20 Jan 2009
CH Gayle,WI,135,129,9,5,104.65,1,New Zealand,Napier,13 Jan 2009
MJ Guptill,NZ,122,135,8,2,90.37,1,West Indies,Auckland,10 Jan 2009
KP Pietersen,ENG,111,128,10,1,86.71,1,India,Cuttack,26 Nov 2008
Yuvraj Singh,IND,118,122,15,2,96.72,1,England,Indore,17 Nov 2008
Younis Khan,PAK,101,119,5,1,84.87,1,West Indies,Abu Dhabi,16 Nov 2008
CH Gayle,WI,122,137,5,6,89.05,2,Pakistan,Abu Dhabi,16 Nov 2008
S Chanderpaul,WI,107,149,6,0,71.81,2,Pakistan,Abu Dhabi,14 Nov 2008
Yuvraj Singh,IND,138,78,16,6,176.92,1,England,Rajkot,14 Nov 2008
CH Gayle,WI,113,106,11,5,106.60,1,Pakistan,Abu Dhabi,12 Nov 2008
HM Amla,SA,140,135,8,4,103.70,1,Bangladesh,Benoni,9 Nov 2008
SO Tikolo,KENYA,102,99,12,2,103.03,1,Zimbabwe,Nairobi (Gym),19 Oct 2008
LRPL Taylor,NZ,103,119,5,4,86.55,1,Bangladesh,Chattogram,14 Oct 2008
CH Gayle,WI,110,77,14,6,142.85,2,Canada,King City (NW),24 Aug 2008
XM Marshall,WI,157,118,11,12,133.05,1,Canada,King City (NW),22 Aug 2008
ST Jayasuriya,SL,125,114,9,5,109.64,1,India,Karachi,6 Jul 2008
Younis Khan,PAK,123,117,11,1,105.12,2,India,Karachi,2 Jul 2008
GM Hamilton,SCOT,115,150,13,0,76.66,2,Ireland,Aberdeen,2 Jul 2008
AM Samad,CAN,130,125,12,2,104.00,1,Bermuda,King City (NW),1 Jul 2008
JAH Marshall,NZ,161,141,11,4,114.18,1,Ireland,Aberdeen,1 Jul 2008
BB McCullum,NZ,166,135,12,10,122.96,1,Ireland,Aberdeen,1 Jul 2008
ST Jayasuriya,SL,130,88,16,6,147.72,1,Bangladesh,Karachi,30 Jun 2008
KC Sangakkara,SL,121,128,16,1,94.53,1,Bangladesh,Karachi,30 Jun 2008
SR Watson,AUS,126,122,15,2,103.27,2,West Indies,St George's,29 Jun 2008
KC Sangakkara,SL,112,110,10,1,101.81,1,Pakistan,Karachi,29 Jun 2008
Alok Kapali,BAN,115,96,10,5,119.79,1,India,Karachi,28 Jun 2008
SK Raina,IND,116,107,11,3,108.41,2,Bangladesh,Karachi,28 Jun 2008
Shoaib Malik,PAK,125,119,16,1,105.04,1,India,Karachi,26 Jun 2008
V Sehwag,IND,119,95,12,5,125.26,2,Pakistan,Karachi,26 Jun 2008
MS Dhoni,IND,109,96,6,6,113.54,1,Hong Kong,Karachi,25 Jun 2008
SK Raina,IND,101,68,7,5,148.52,1,Hong Kong,Karachi,25 Jun 2008
KC Sangakkara,SL,101,91,16,0,110.98,1,Bangladesh,Lahore,25 Jun 2008
Mohammad Ashraful,BAN,109,126,8,0,86.50,1,U.A.E.,Lahore,24 Jun 2008
KP Pietersen,ENG,110,112,8,3,98.21,1,New Zealand,Chester-le-Street,15 Jun 2008
Salman Butt,PAK,129,136,12,3,94.85,1,India,Mirpur,14 Jun 2008
Younis Khan,PAK,108,99,8,3,109.09,1,India,Mirpur,14 Jun 2008
G Gambhir,IND,107,101,13,1,105.94,2,Bangladesh,Mirpur,12 Jun 2008
Salman Butt,PAK,136,124,14,1,109.67,1,Bangladesh,Karachi,19 Apr 2008
Shakib Al Hasan,BAN,108,120,8,0,90.00,1,Pakistan,Multan,16 Apr 2008
Salman Butt,PAK,132,127,15,0,103.93,1,Bangladesh,Lahore,13 Apr 2008
Kamran Akmal,PAK,100,81,16,1,123.45,1,Bangladesh,Lahore,13 Apr 2008
Mohammad Yousuf,PAK,108,103,11,0,104.85,1,Bangladesh,Lahore,8 Apr 2008
Tamim Iqbal,BAN,129,136,15,1,94.85,1,Ireland,Mirpur,22 Mar 2008
GC Smith,SA,103,118,14,1,87.28,2,Bangladesh,Chattogram,9 Mar 2008
SR Tendulkar,IND,117,120,10,0,97.50,2,Australia,Sydney,2 Mar 2008
RT Ponting,AUS,124,133,7,1,93.23,1,India,Sydney,24 Feb 2008
G Gambhir,IND,113,119,9,1,94.95,2,Australia,Sydney,24 Feb 2008
JM How,NZ,139,116,10,3,119.82,2,England,Napier,20 Feb 2008
KC Sangakkara,SL,128,155,12,0,82.58,1,India,Adelaide,19 Feb 2008
AC Gilchrist,AUS,118,132,9,3,89.39,1,Sri Lanka,Perth,15 Feb 2008
G Gambhir,IND,102,101,10,1,100.99,1,Sri Lanka,Brisbane,5 Feb 2008
HH Gibbs,SA,102,84,13,3,121.42,2,West Indies,Johannesburg,3 Feb 2008
Mohammad Yousuf,PAK,108,111,10,1,97.29,2,Zimbabwe,Faisalabad,30 Jan 2008
JH Kallis,SA,121,133,12,1,90.97,2,West Indies,Gqeberha,27 Jan 2008
RT Ponting,AUS,134,133,10,2,100.75,1,New Zealand,Hobart,20 Dec 2007
RT Ponting,AUS,107,108,13,0,99.07,2,New Zealand,Adelaide,14 Dec 2007
HH Gibbs,SA,119,101,10,7,117.82,2,New Zealand,Cape Town,2 Dec 2007
S Chanderpaul,WI,127,138,5,2,92.02,2,Zimbabwe,Harare,30 Nov 2007
Salman Butt,PAK,129,142,17,0,90.84,2,India,Kanpur,11 Nov 2007
Younis Khan,PAK,117,110,9,2,106.36,2,India,Mohali,8 Nov 2007
Mohammad Yousuf,PAK,117,143,9,0,81.81,1,South Africa,Lahore,20 Oct 2007
TM Odoyo,KENYA,111,113,11,0,98.23,2,Canada,Nairobi (Gym),18 Oct 2007
HH Gibbs,SA,102,128,11,1,79.68,1,Pakistan,Lahore,18 Oct 2007
AB de Villiers,SA,103,95,9,3,108.42,1,Pakistan,Lahore,18 Oct 2007
A Symonds,AUS,107,88,9,4,121.59,1,India,Nagpur,14 Oct 2007
Yuvraj Singh,IND,121,115,12,3,105.21,2,Australia,Hyderabad,5 Oct 2007
MJ Clarke,AUS,130,132,10,3,98.48,1,India,Bengaluru,29 Sep 2007
OA Shah,ENG,107,95,11,2,112.63,1,India,The Oval,5 Sep 2007
AB de Villiers,SA,107,89,8,6,120.22,1,Zimbabwe,Harare,26 Aug 2007
T Taibu,ZIM,107,103,9,1,103.88,2,South Africa,Harare,26 Aug 2007
HH Gibbs,SA,111,100,16,2,111.00,2,Zimbabwe,Harare,25 Aug 2007
AN Cook,ENG,102,126,8,0,80.95,1,India,Southampton,21 Aug 2007
IR Bell,ENG,126,118,10,1,106.77,1,India,Southampton,21 Aug 2007
S Chanderpaul,WI,116,122,9,3,95.08,1,England,Birmingham,4 Jul 2007
DPMD Jayawardene,Asia,107,106,9,2,100.94,1,Africa XI,Chennai,10 Jun 2007
MS Dhoni,Asia,139,97,15,5,143.29,1,Africa XI,Chennai,10 Jun 2007
SM Pollock,Afr,130,110,19,1,118.18,2,Asia XI,Bengaluru,6 Jun 2007
G Gambhir,IND,101,113,11,0,89.38,1,Bangladesh,Mirpur,12 May 2007
AC Gilchrist,AUS,149,104,13,8,143.26,1,Sri Lanka,Bridgetown,28 Apr 2007
DPMD Jayawardene,SL,115,109,10,3,105.50,1,New Zealand,Kingston,24 Apr 2007
KP Pietersen,ENG,100,91,10,1,109.89,2,West Indies,Bridgetown,21 Apr 2007
ML Hayden,AUS,103,100,10,2,103.00,1,New Zealand,St George's,20 Apr 2007
SB Styris,NZ,111,157,8,0,70.70,1,Sri Lanka,St George's,12 Apr 2007
AB de Villiers,SA,146,130,12,5,112.30,1,West Indies,St George's,10 Apr 2007
KP Pietersen,ENG,104,122,6,1,85.24,1,Australia,North Sound,8 Apr 2007
SP Fleming,NZ,102,92,10,3,110.86,2,Bangladesh,North Sound,2 Apr 2007
ST Jayasuriya,SL,115,101,10,4,113.86,1,West Indies,Providence,1 Apr 2007
ML Hayden,AUS,158,143,14,4,110.48,1,West Indies,North Sound,27 Mar 2007
ML Hayden,AUS,101,68,14,4,148.52,1,South Africa,Basseterre,24 Mar 2007
S Chanderpaul,WI,102,113,10,4,90.26,2,Ireland,Kingston,23 Mar 2007
L Vincent,NZ,101,117,9,1,86.32,1,Canada,Gros Islet,22 Mar 2007
Imran Nazir,PAK,160,121,14,8,132.23,1,Zimbabwe,Kingston,21 Mar 2007
ST Jayasuriya,SL,109,87,7,7,125.28,1,Bangladesh,Port of Spain,21 Mar 2007
